"id";"uri";"nome";"idLegislatura";"dataStatus";"documentoSgm";"presidente";"presidenteUri";"observacao";"oficioTitulo";"oficioAutorTipo";"oficioAutor";"oficioAutorUri";"oficioDataApresentacao";"oficioDataPublicacao"
"18";"https://dadosabertos.camara.leg.br/api/v2/grupos/18";"Brasil/Cabo Verde";"55";"2018-06-13T00:00:00";"2938/2018";"MÁRCIO MARINHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/150418";"";"35/2018";"https://dadosabertos.camara.leg.br/api/v2/deputados/150418";"MÁRCIO MARINHO";"";"2018-06-13T00:00:00";"2018-06-13T00:00:00"
"19";"https://dadosabertos.camara.leg.br/api/v2/grupos/19";"Brasil/Camarões";"56";"2019-08-21T00:00:00";"5302/2019";"OSSESIO SILVA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204422";"";"16/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204422";"OSSESIO SILVA";"";"2019-08-21T00:00:00";"2019-08-26T00:00:00"
"20";"https://dadosabertos.camara.leg.br/api/v2/grupos/20";"Brasil/Canadá";"57";"2023-02-02T00:00:00";"227/2023";"MARIA ROSAS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540";"Maria Rosas";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"20";"https://dadosabertos.camara.leg.br/api/v2/grupos/20";"Brasil/Canadá";"56";"2019-02-04T00:00:00";"264/2019";"ROSANGELA GOMES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"";"5/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"ROSANGELA GOMES";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"20";"https://dadosabertos.camara.leg.br/api/v2/grupos/20";"Brasil/Canadá";"55";"2015-05-12T00:00:00";"3081/2015";"MARCELO SQUASSONI";"https://dadosabertos.camara.leg.br/api/v2/deputados/118594";"";"20/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/118594";"MARCELO SQUASSONI";"";"2015-05-12T00:00:00";"2015-05-12T00:00:00"
"20";"https://dadosabertos.camara.leg.br/api/v2/grupos/20";"Brasil/Canadá";"54";"2011-02-17T00:00:00";"786/2011";"VIEIRA DA CUNHA";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"VIEIRA DA CUNHA";"";"2011-02-17T00:00:00";"2011-02-21T00:00:00"
"20";"https://dadosabertos.camara.leg.br/api/v2/grupos/20";"Brasil/Canadá";"53";"2007-10-17T00:00:00";"";"VIEIRA DA CUNHA";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"VIEIRA DA CUNHA";"";"2007-10-17T00:00:00";"2007-10-25T00:00:00"
"20";"https://dadosabertos.camara.leg.br/api/v2/grupos/20";"Brasil/Canadá";"52";"2003-08-29T00:00:00";"";"JANETE CAPIBERIBE";"https://dadosabertos.camara.leg.br/api/v2/deputados/73926";"";"132/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/73926";"JANETE CAPIBERIBE";"";"2003-08-29T00:00:00";"2003-09-05T00:00:00"
"21";"https://dadosabertos.camara.leg.br/api/v2/grupos/21";"Brasil/Catar";"56";"2019-03-25T00:00:00";"1417/2019";"LOESTER TRUTIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"";"22/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"LOESTER TRUTIS";"";"2019-03-25T00:00:00";"2019-03-25T00:00:00"
"21";"https://dadosabertos.camara.leg.br/api/v2/grupos/21";"Brasil/Catar";"54";"2013-11-06T00:00:00";"5493/2013";"CLEBER VERDE";"https://dadosabertos.camara.leg.br/api/v2/deputados/141408";"";"2/2013";"https://dadosabertos.camara.leg.br/api/v2/deputados/141408";"CLEBER VERDE";"";"2013-11-06T00:00:00";"2013-11-06T00:00:00"
"103";"https://dadosabertos.camara.leg.br/api/v2/grupos/103";"Brasil/Cazaquistão";"57";"2023-02-02T00:00:00";"287/2023";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"";"4/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"Claudio Cajado";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"103";"https://dadosabertos.camara.leg.br/api/v2/grupos/103";"Brasil/Cazaquistão";"56";"2019-04-04T00:00:00";"1804/2019";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"16/04/2019 - Recebido Of. 83/19, comunicando a Comissão Executiva";"78/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"CLAUDIO CAJADO";"";"2019-04-04T00:00:00";"2019-04-04T00:00:00"
"103";"https://dadosabertos.camara.leg.br/api/v2/grupos/103";"Brasil/Cazaquistão";"55";"2018-04-11T00:00:00";"1432/2018";"ÁTILA LINS";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"";"9/2018";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"ÁTILA LINS";"";"2018-04-11T00:00:00";"2018-04-11T00:00:00"
"22";"https://dadosabertos.camara.leg.br/api/v2/grupos/22";"Brasil/Chile";"57";"2023-02-07T00:00:00";"277/2023";"FÉLIX MENDONÇA JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"";"3/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"Félix Mendonça Júnior";"";"2023-02-07T00:00:00";"2023-02-07T00:00:00"
"22";"https://dadosabertos.camara.leg.br/api/v2/grupos/22";"Brasil/Chile";"56";"2019-03-26T00:00:00";"1473/2019";"GURGEL";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"Em 04/09/2019 - recebido o OF 38/19, encaminhando NOVO ESTATUTO e nova composição da diretoria.";"12/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"GURGEL";"";"2019-03-26T00:00:00";"2019-03-26T00:00:00"
"22";"https://dadosabertos.camara.leg.br/api/v2/grupos/22";"Brasil/Chile";"55";"2017-02-09T00:00:00";"411/2014";"ANTONIO ANASTASIA";"";"Não foi encaminhado Ofício, mas apenas a Ata da reunião de instalação do Grupo.";"";"";"ALOYSIO NUNES";"";"2017-02-09T00:00:00";"2017-02-09T00:00:00"
"22";"https://dadosabertos.camara.leg.br/api/v2/grupos/22";"Brasil/Chile";"54";"2011-08-17T00:00:00";"5651/2011";"LUIZ HENRIQUE DA SILVEIRA";"";"";"4/2011";"";"LUIZ HENRIQUE DA SILVEIRA";"";"2011-08-17T00:00:00";"2011-08-23T00:00:00"
"22";"https://dadosabertos.camara.leg.br/api/v2/grupos/22";"Brasil/Chile";"53";"2007-10-31T00:00:00";"3907/2007";"EDUARDO AZEREDO";"";"";"4/2007";"";"EDUARDO AZEREDO";"";"2007-10-31T00:00:00";"2007-11-05T00:00:00"
"22";"https://dadosabertos.camara.leg.br/api/v2/grupos/22";"Brasil/Chile";"52";"2003-10-23T00:00:00";"5028/2003";"FRANCISCO TURRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74394";"";"1/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/74394";"FRANCISCO TURRA";"";"2003-10-23T00:00:00";"2003-11-03T00:00:00"
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"57";"2023-02-02T00:00:00";"297/2023";"DANIEL ALMEIDA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"";"1/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"Daniel Almeida";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"56";"2019-02-04T00:00:00";"240/2019";"DANIEL ALMEIDA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"";"2/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"DANIEL ALMEIDA";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"55";"2015-03-05T00:00:00";"1198/2015";"HERCULANO PASSOS";"https://dadosabertos.camara.leg.br/api/v2/deputados/178981";"";"19/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/178981";"HERCULANO PASSOS";"";"2015-03-05T00:00:00";"2015-03-09T00:00:00"
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"54";"2012-03-20T00:00:00";"1357/2012";"OSMAR JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/141514";"Nesta mesma Legislatura, o GP Brasil/China também foi instalado no Senado, sob a presidência do Senador Flexa Ribeiro, conforme comunicado à CD por meio do OF. 3/11.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141514";"OSMAR JÚNIOR";"";"2012-03-20T00:00:00";"2012-03-22T00:00:00"
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"53";"2007-11-07T00:00:00";"4207/2007";"ALDO REBELO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73428";"Não foi encaminhado ofício, mas apenas a Ata da reunião do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73428";"ALDO REBELO";"";"2007-11-07T00:00:00";"2007-12-04T00:00:00"
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"52";"2003-05-07T00:00:00";"";"RENILDO CALHEIROS";"https://dadosabertos.camara.leg.br/api/v2/deputados/73801";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73801";"RENILDO CALHEIROS";"";"2003-05-07T00:00:00";""
"23";"https://dadosabertos.camara.leg.br/api/v2/grupos/23";"Brasil/China";"51";"1999-05-26T00:00:00";"";"HAROLDO LIMA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74545";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74545";"HAROLDO LIMA";"";"1999-05-26T00:00:00";""
"25";"https://dadosabertos.camara.leg.br/api/v2/grupos/25";"Brasil/Colômbia";"57";"2024-11-13T00:00:00";"254/2024";"ROGÉRIA SANTOS";"https://dadosabertos.camara.leg.br/api/v2/deputados/220695";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/220695";"Rogéria Santos";"";"2024-04-02T00:00:00";"2024-11-13T00:00:00"
"25";"https://dadosabertos.camara.leg.br/api/v2/grupos/25";"Brasil/Colômbia";"56";"2019-06-19T00:00:00";"1606/2019";"DANIEL SILVEIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"19/06/19 - Recebido o OF s/n/19, comunicando que o Dep. Daniel Silveira passa a ser o Presidente do Grupo .";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"25";"https://dadosabertos.camara.leg.br/api/v2/grupos/25";"Brasil/Colômbia";"56";"2019-03-28T00:00:00";"1606/2019";"HELIO LOPES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"19/06/19 - Recebido o OF s/n/19, comunicando que o Dep. Daniel Silveira passa a ser o Presidente do Grupo .";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"71";"https://dadosabertos.camara.leg.br/api/v2/grupos/71";"Brasil/Coréia do Norte (República Democrática da Coréia)";"53";"2008-12-04T00:00:00";"2997/2008";"VALDIR COLATTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"";"2/2008";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"VALDIR COLATTO";"";"2008-12-04T00:00:00";"2008-12-08T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"57";"2023-02-02T00:00:00";"286/2023";"MARIA ROSAS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204540";"Maria Rosas";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"56";"2019-02-26T00:00:00";"746/2019";"LUIS MIRANDA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"";"1/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"LUIS MIRANDA";"";"2019-02-26T00:00:00";"2019-02-26T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"55";"2015-03-18T00:00:00";"1658/2015";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"";"20/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"CLAUDIO CAJADO";"";"2015-03-18T00:00:00";"2015-03-18T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"54";"2011-03-01T00:00:00";"1053/2011";"CÍCERO LUCENA";"";"";"4/2011";"";"CÍCERO LUCENA";"";"2011-03-01T00:00:00";"2011-03-03T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"53";"2007-09-04T00:00:00";"3278/2007";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"Não foi encaminhado ofício, mas apenas a Ata da reunião de reativação do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"CLAUDIO CAJADO";"";"2007-09-04T00:00:00";"2007-09-11T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"52";"2004-07-16T00:00:00";"";"JULIO REDECKER";"https://dadosabertos.camara.leg.br/api/v2/deputados/73994";"";"1/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"JOSE MUCIO MONTEIRO";"";"2003-04-03T00:00:00";"2003-09-25T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"52";"2003-04-03T00:00:00";"";"JOSE MUCIO MONTEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"";"1/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"JOSE MUCIO MONTEIRO";"";"2003-04-03T00:00:00";"2003-09-25T00:00:00"
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"51";"2001-08-09T00:00:00";"";"PEDRO VALADARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/74102";"Não foi encaminhado ofício, mas apenas a Ata da reunião do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"JOSE MUCIO MONTEIRO";"";"1999-01-28T00:00:00";""
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"51";"1999-01-28T00:00:00";"";"JOSE MUCIO MONTEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"Não foi encaminhado ofício, mas apenas a Ata da reunião do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"JOSE MUCIO MONTEIRO";"";"1999-01-28T00:00:00";""
"26";"https://dadosabertos.camara.leg.br/api/v2/grupos/26";"Brasil/Coréia do Sul";"50";"1995-09-13T00:00:00";"";"ANTONIO UENO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73766";"";"253/1995";"https://dadosabertos.camara.leg.br/api/v2/deputados/73766";"ANTONIO UENO";"";"1995-09-13T00:00:00";""
"93";"https://dadosabertos.camara.leg.br/api/v2/grupos/93";"Brasil/Costa Rica";"56";"2019-03-26T00:00:00";"1475/2019";"GURGEL";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"";"13/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"GURGEL";"";"2019-03-26T00:00:00";"2019-03-26T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"57";"2023-02-02T00:00:00";"240/2023";"FÉLIX MENDONÇA JÚNIOR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"";"4/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/160666";"Félix Mendonça Júnior";"";"2023-02-02T00:00:00";"2023-02-07T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"56";"2019-06-27T00:00:00";"1480/2019";"JÚNIOR BOZZELLA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204502";"Em 27/06/2019, recebido OF 72/19, comunicando que o Dep. Júnior Bozzella será o novo presidente do Grupo.";"28/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204490";"CHARLLES EVANGELISTA";"";"2019-03-27T00:00:00";"2019-03-27T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"56";"2019-03-27T00:00:00";"1480/2019";"CHARLLES EVANGELISTA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204490";"Em 27/06/2019, recebido OF 72/19, comunicando que o Dep. Júnior Bozzella será o novo presidente do Grupo.";"28/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204490";"CHARLLES EVANGELISTA";"";"2019-03-27T00:00:00";"2019-03-27T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"55";"2016-07-13T00:00:00";"4057/2016";"FLEXA RIBEIRO";"";"";"3/2016";"";"FLEXA RIBEIRO";"";"2016-07-13T00:00:00";"2016-07-15T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"54";"2011-05-10T00:00:00";"3059/2011";"MOACIR MICHELETTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74238";"";"2/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/74238";"MOACIR MICHELETTO";"";"2011-05-10T00:00:00";"2011-06-01T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"53";"2008-03-25T00:00:00";"598/2008";"MOACIR MICHELETTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74238";"Não foi encaminhado ofício, mas apenas a Ata da Segunda Assembléia Geral Ordinária do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74238";"MOACIR MICHELETTO";"";"2008-03-25T00:00:00";"2008-03-26T00:00:00"
"28";"https://dadosabertos.camara.leg.br/api/v2/grupos/28";"Brasil/Croácia";"52";"2004-04-07T00:00:00";"";"FRANCISCO TURRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74394";"";"1/2004";"https://dadosabertos.camara.leg.br/api/v2/deputados/74394";"FRANCISCO TURRA";"";"2004-04-07T00:00:00";"2004-04-19T00:00:00"
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"57";"2023-06-14T00:00:00";"1110/2023";"ALICE PORTUGAL";"https://dadosabertos.camara.leg.br/api/v2/deputados/74057";"";"3/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/74057";"Alice Portugal";"";"2023-03-23T00:00:00";"2023-06-14T00:00:00"
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"56";"2019-06-26T00:00:00";"4059/2019";"LÍDICE DA MATA";"https://dadosabertos.camara.leg.br/api/v2/deputados/139285";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/139285";"LÍDICE DA MATA";"";"2019-06-26T00:00:00";"2019-06-26T00:00:00"
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"54";"2011-07-06T00:00:00";"4715/2011";"VANESSA GRAZZIOTIN";"";"";"211/2011";"";"VANESSA GRAZZIOTIN";"";"2011-07-06T00:00:00";"2011-07-06T00:00:00"
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"53";"2008-06-30T00:00:00";"1685/2008";"VANESSA GRAZZIOTIN";"https://dadosabertos.camara.leg.br/api/v2/deputados/74357";"";"66/2008";"";"Eliomar Mota da Cunha - Chefe de Gabinete da Dep. Vanessa Grazziotin";"";"2008-06-30T00:00:00";"2008-07-07T00:00:00"
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"52";"2004-04-06T00:00:00";"";"LUIZ EDUARDO GREENHALGH";"https://dadosabertos.camara.leg.br/api/v2/deputados/74137";"Não foi encaminhado ofício, mas apenas a Ata de reativação do Grupo Parlamentar.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74137";"LUIZ EDUARDO GREENHALGH";"";"2004-04-06T00:00:00";""
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"51";"1999-04-14T00:00:00";"";"PEDRO VALADARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/74102";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74102";"PEDRO VALADARES";"";"1999-04-14T00:00:00";""
"29";"https://dadosabertos.camara.leg.br/api/v2/grupos/29";"Brasil/Cuba";"50";"1995-11-07T00:00:00";"";"ROBERTO REQUIÃO";"";"";"";"";"ROBERTO REQUIÃO";"";"1995-11-07T00:00:00";""
"31";"https://dadosabertos.camara.leg.br/api/v2/grupos/31";"Brasil/Emirados Árabes";"57";"2023-02-02T00:00:00";"316/2023";"CELSO RUSSOMANNO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73441";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73441";"Celso Russomanno";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"31";"https://dadosabertos.camara.leg.br/api/v2/grupos/31";"Brasil/Emirados Árabes";"56";"2019-02-13T00:00:00";"432/2019";"CELSO RUSSOMANNO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73441";"";"6/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/73441";"CELSO RUSSOMANNO";"";"2019-02-13T00:00:00";"2019-02-13T00:00:00"
"31";"https://dadosabertos.camara.leg.br/api/v2/grupos/31";"Brasil/Emirados Árabes";"55";"2015-04-24T00:00:00";"2839/2015";"FLEXA RIBEIRO";"";"";"4/2015";"";"FLEXA RIBEIRO";"";"2015-04-24T00:00:00";"2015-04-29T00:00:00"
"31";"https://dadosabertos.camara.leg.br/api/v2/grupos/31";"Brasil/Emirados Árabes";"54";"2013-05-22T00:00:00";"2667/2013";"FLEXA RIBEIRO";"";"";"4/2013";"";"FLEXA RIBEIRO";"";"2013-05-22T00:00:00";"2013-06-03T00:00:00"
"31";"https://dadosabertos.camara.leg.br/api/v2/grupos/31";"Brasil/Emirados Árabes";"53";"2008-12-11T00:00:00";"3066/2008";"ALEX CANZIANI";"https://dadosabertos.camara.leg.br/api/v2/deputados/73458";"";"342/2008";"https://dadosabertos.camara.leg.br/api/v2/deputados/74470";"MARCONDES GADELHA";"";"2008-12-11T00:00:00";"2008-12-15T00:00:00"
"32";"https://dadosabertos.camara.leg.br/api/v2/grupos/32";"Brasil/Equador";"57";"2023-07-07T00:00:00";"2715/2023";"ARLINDO CHINAGLIA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"";"11/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"Arlindo Chinaglia";"";"2023-05-16T00:00:00";"2023-07-07T00:00:00"
"32";"https://dadosabertos.camara.leg.br/api/v2/grupos/32";"Brasil/Equador";"56";"2019-02-04T00:00:00";"271/2019";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"";"2/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"VINICIUS CARVALHO";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"32";"https://dadosabertos.camara.leg.br/api/v2/grupos/32";"Brasil/Equador";"55";"2015-11-03T00:00:00";"6884/2015";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"";"11/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"VINICIUS CARVALHO";"";"2015-11-03T00:00:00";"2015-11-03T00:00:00"
"32";"https://dadosabertos.camara.leg.br/api/v2/grupos/32";"Brasil/Equador";"54";"2013-11-21T00:00:00";"5912/2013";"VITOR PAULO";"https://dadosabertos.camara.leg.br/api/v2/deputados/92355";"";"57/2013";"https://dadosabertos.camara.leg.br/api/v2/deputados/92355";"VITOR PAULO";"";"2013-11-21T00:00:00";"2013-12-04T00:00:00"
"106";"https://dadosabertos.camara.leg.br/api/v2/grupos/106";"Brasil/Eslovênia";"57";"2024-11-11T00:00:00";"2545/2024";"FERNANDO MONTEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/92699";"";"112/2024";"https://dadosabertos.camara.leg.br/api/v2/deputados/92699";"Fernando Monteiro";"";"2024-06-27T00:00:00";"2024-11-11T00:00:00"
"106";"https://dadosabertos.camara.leg.br/api/v2/grupos/106";"Brasil/Eslovênia";"56";"2019-05-15T00:00:00";"2854/2019";"MÁRIO HERINGER";"https://dadosabertos.camara.leg.br/api/v2/deputados/74158";"";"46/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/74158";"MÁRIO HERINGER";"";"2019-05-15T00:00:00";"2019-05-16T00:00:00"
"33";"https://dadosabertos.camara.leg.br/api/v2/grupos/33";"Brasil/Espanha";"57";"2023-06-12T00:00:00";"680/2023";"PEDRO LUPION";"https://dadosabertos.camara.leg.br/api/v2/deputados/204395";"";"15/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/178954";"Lucio Mosquini";"";"2023-03-14T00:00:00";"2023-03-21T00:00:00"
"33";"https://dadosabertos.camara.leg.br/api/v2/grupos/33";"Brasil/Espanha";"56";"2019-03-21T00:00:00";"277/2019";"PEDRO LUPION";"https://dadosabertos.camara.leg.br/api/v2/deputados/204395";"- Em 21/03/19, recebido ofício passando a Presidência do Dep. Jhonathan de Jesus para o Dep. Pedro Lupion.";"1/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204395";"PEDRO LUPION";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"33";"https://dadosabertos.camara.leg.br/api/v2/grupos/33";"Brasil/Espanha";"56";"2019-02-04T00:00:00";"277/2019";"JHONATAN DE JESUS";"https://dadosabertos.camara.leg.br/api/v2/deputados/160531";"- Em 21/03/19, recebido ofício passando a Presidência do Dep. Jhonathan de Jesus para o Dep. Pedro Lupion.";"1/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204395";"PEDRO LUPION";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"33";"https://dadosabertos.camara.leg.br/api/v2/grupos/33";"Brasil/Espanha";"55";"2015-06-25T00:00:00";"4002/2015";"EDINHO BEZ";"https://dadosabertos.camara.leg.br/api/v2/deputados/73793";"";"4/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/73793";"EDINHO BEZ";"";"2015-06-25T00:00:00";"2015-06-25T00:00:00"
"33";"https://dadosabertos.camara.leg.br/api/v2/grupos/33";"Brasil/Espanha";"54";"2011-09-02T00:00:00";"6308/2011";"EDINHO BEZ";"https://dadosabertos.camara.leg.br/api/v2/deputados/73793";"";"3/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/73793";"EDINHO BEZ";"";"2011-09-02T00:00:00";"2011-09-16T00:00:00"
"33";"https://dadosabertos.camara.leg.br/api/v2/grupos/33";"Brasil/Espanha";"53";"2007-03-21T00:00:00";"1347/2007";"CÉSAR BORGES";"";"Não foi encaminhado ofício, mas apenas a Ata da reunião do Grupo.";"";"";"CÉSAR BORGES";"";"2007-03-21T00:00:00";"2007-03-28T00:00:00"
