"uri";"sigla";"apelido";"nome";"nomePublicacao";"codTipoOrgao";"tipoOrgao";"dataInicio";"dataInstalacao";"dataFim";"dataFimOriginal";"codSituacao";"descricaoSituacao";"casa";"sala";"urlWebsite"
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6099";"PL020391";"PL 203/91 - POLÍTICA NACIONAL DOS RESÍDUOS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 203, de 1991, que ""dispõe sobre o acondicionamento, a coleta, o tratamento, o transporte e a destinação final dos resíduos de serviços de saúde"".";"COMISSÃO ESPECIAL - PL 203/91 - POLÍTICA NACIONAL DOS RESÍDUOS";"3";"Comissão Especial";"2003-10-16T00:00:00";"2005-08-31T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6101";"PL185899";"PL 1858/99 - MENORES DESAPARECIDOS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 1.858, de 1999, do Senado Federal, que ""dispõe sobre a obrigatoriedade de as empresas concessionárias de serviços de radiodifusão sonora e de sons e imagens destinarem pelo menos dois minutos diários de sua programação à divulgação de informações sobre menores desaparecidos"".";"COMISSÃO ESPECIAL - PL 1858/99 - MENORES DESAPARECIDOS";"3";"Comissão Especial";"2008-03-10T00:00:00";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6102";"PL210999";"PL 2109/99 - PATRIMÔNIO INCORPORAÇÕES IMOBILIÁRIAS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 2109, de 1999, que ""dispõe sobre a constituição de patrimônio de afetação nas incorporações imobiliárias de que trata a Lei nº 4.591, de 16 de dezembro de 1964"".";"COMISSÃO ESPECIAL - PL 2109/99 - PATRIMÔNIO INCORPORAÇÕES IMOBILIÁRIAS";"3";"Comissão Especial";"2003-10-16T00:00:00";"2004-05-18T00:00:00";"2004-08-02T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6104";"PL139903";"PL 1399/03 - ESTATUTO DA MULHER";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 1399, de 2003, que ""dispõe sobre o Estatuto da Mulher e dá outras providências"".";"COMISSÃO ESPECIAL - PL 1399/03 - ESTATUTO DA MULHER";"3";"Comissão Especial";"2003-10-16T00:00:00";"2004-03-10T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6105";"PL716106";"PL 7161/06 - SISTEMA ÚNICO DE CONSÓRCIOS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 7.161, de 2006, do Senado Federal, que ""dispõe sobre o Sistema de Consórcios"".";"COMISSÃO ESPECIAL - PL 7161/06 - SISTEMA ÚNICO DE CONSÓRCIOS";"3";"Comissão Especial";"2007-06-18T00:00:00";"2008-04-08T00:00:00";"2008-10-08T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6110";"MSC84997";"MSC 849/97 - POLUIÇÃO POR ÓLEO";"Comissão Especial destinada a proferir parecer à Mensagem nº 849, de 1997, do Poder Executivo, relativa ao texto da ""Convenção Internacional para Estabelecimento de um Fundo Internacional de Compensação de Danos por Poluição por Óleo, de 1971(FUND-71), de seu Protocolo de 1992 e do Protocolo de 1992 à Convenção Internacional sobre Responsabilidade Civil em Danos Causados por Poluição por Óleo, em 1969"".";"COMISSÃO ESPECIAL - MSC 849/97 - POLUIÇÃO POR ÓLEO";"3";"Comissão Especial";"2008-03-10T00:00:00";"";"2010-06-14T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6115";"CPIORGAO";"CPI - TRÁFICO DE ÓRGÃOS HUMANOS";"Comissão Parlamentar de Inquérito com a finalidade de investigar a atuação de organizações criminosas atuantes no tráfico de órgãos humanos.";"CPI do Tráfico de Órgãos Humanos";"4";"Comissão Parlamentar de Inquérito";"2003-12-03T00:00:00";"2004-04-01T00:00:00";"2004-11-09T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6117";"PL363800";"PL 3638/00 - ESTATUTO PORTADOR NEC. ESPECIAIS";"Comissão Especial destinada a proferir parecer ao PL nº 3638, de 2000, que ""institui o Estatuto do Portador de Necessidades Especiais e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3638/00 - ESTATUTO PORTADOR NEC. ESPECIAIS";"3";"Comissão Especial";"2003-11-04T00:00:00";"2004-05-25T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6118";"PL240103";"PL 2401/03 - BIOSSEGURANÇA";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 2401, de 2003, que ""estabelece normas de segurança e mecanismos de fiscalização de atividades que envolvam organismos geneticamente modificados - OGM e seus derivados, cria o Conselho Nacional de Biossegurança - CNBS, reestrutura a Comissão Técnica Nacional de Biossegurança - CTNBio, dispõe sobre a Política Nacional de Biossegurança e dá outras providências"".";"COMISSÃO ESPECIAL - PL 2401/03 - BIOSSEGURANÇA";"3";"Comissão Especial";"2003-11-04T00:00:00";"2003-11-13T00:00:00";"2005-03-02T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6119";"PEC60398";"PEC 603/98 -TERRENOS DE MARINHA";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 603, de 1998, que ""revoga o § 3º do art. 49 do Ato das Disposições Constitucionais Transitórias"" (excluindo a aplicação da enfiteuse aos terrenos de marinha situados na faixa de segurança na orla marítima).";"COMISSÃO ESPECIAL - PEC 603/98 -TERRENOS DE MARINHA";"3";"Comissão Especial";"2003-11-04T00:00:00";"2006-03-14T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6122";"PEC10103";"PEC 101/03 - REELEIÇÃO DA MESA";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 101-A, de 2003, que ""dá nova redação ao § 4º do art. 57 da Constituição Federal"" (autorizando a reeleição dos membros das Mesas Diretoras da Câmara dos Deputados e do Senado Federal).";"COMISSÃO ESPECIAL - PEC 101/03 - REELEIÇÃO DA MESA";"3";"Comissão Especial";"2004-03-10T00:00:00";"2004-03-24T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6123";"CPIBIOPI";"CPI - BIOPIRATARIA";"Comissão Parlamentar de Inquérito destinada a ""investigar o tráfico de animais e plantas silvestres brasileiros, a exploração e comércio ilegal de madeira e a biopirataria no País"".";"CPI da Biopirataria";"4";"Comissão Parlamentar de Inquérito";"2004-04-01T00:00:00";"2004-08-25T00:00:00";"2006-03-28T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6127";"CEDOCSIG";"RES 29/93 - DOCUMENTOS SIGILOSOS";"Comissão Especial destinada a apreciar as solicitações de acesso a informações sigilosas produzidas ou recebidas pela Câmara dos Deputados no exercício de suas funções parlamentares e administrativas, assim como sobre o cancelamento ou redução de prazos de sigilo e outras atribuições previstas na Resolução n º 29, de 1993.";"Comissão Especial de Documentos Sigilosos (Resolução 29/93)";"3";"Comissão Especial";"2007-10-24T00:00:00";"2007-10-24T00:00:00";"";"";"";"";"Câmara dos Deputados";"CEDI";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6128";"GTMATA2";"GT - Mata Atlântica";"Grupo de Trabalho destinado a examinar as emendas apresentadas ao Projeto de Lei nº 3.285, de 1992, que ""dispõe sobre a utilização e proteção da Mata Atlântica e dá outras providências"".";"Grupo de Trabalho sobre a Mata Atlântica 2";"10";"Grupo de Trabalho";"2003-11-18T00:00:00";"2003-11-19T00:00:00";"2003-12-03T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6131";"GTCRIANÇ";"GT - Estatuto da Criança e do Adolescente";"Grupo de Trabalho destinado a efetuar estudo em relação aos projetos em tramitação referentes ao Estatuto da Criança e do Adolescente e à redução da maioridade penal e oferecer indicativo à Casa sobre a matéria.";"Grupo de Trabalho do Estatuto da Criança e do Adolescente";"10";"Grupo de Trabalho";"2003-11-19T00:00:00";"2003-11-26T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6137";"PROPAR";"PROCURADORIA PARLAMENTAR";"Procuradoria Parlamentar";"PROCURADORIA PARLAMENTAR";"12";"Procuradoria Parlamentar";"2001-03-15T00:00:00";"2023-03-17T00:00:00";"";"";"4";"Instalada";"Câmara dos Deputados";"Edifício Principal, Térreo, Ala ""D"", Sala 05";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6138";"OUVIDOR";"OUVIDORIA PARLAMENTAR";"Ouvidoria Parlamentar";"OUVIDORIA PARLAMENTAR";"14";"Ouvidoria";"2001-03-15T00:00:00";"2023-03-17T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Ala ""C"", Sala T-40";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6139";"PL487401";"PL 4874/01 - ESTATUTO DO DESPORTO";"Comissão Especial destinada a oferecer parecer às emendas de Plenário recebidas pelo Projeto de Lei nº 4874, de 2001, que ""institui o Estatuto do Desporto"".";"COMISSÃO ESPECIAL - PL 4874/01 - ESTATUTO DO DESPORTO";"3";"Comissão Especial";"2003-12-04T00:00:00";"2004-05-25T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6140";"PL254603";"PL 2546/03 - PARCERIA PÚBLICO-PRIVADA";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 2546, de 2003, que ""institui normas gerais para licitação e contratação de parceria público-privada, no âmbito da Administração Pública"".";"COMISSÃO ESPECIAL - PL 2546/03 - PARCERIA PÚBLICO-PRIVADA";"3";"Comissão Especial";"2003-12-04T00:00:00";"2004-01-22T00:00:00";"2004-12-22T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6143";"CPIELETR";"CPI - PRIVATIZAÇÃO SETOR ELÉTRICO";"Comissão Parlamentar de Inquérito destinada a investigar o processo de privatização das empresas do setor elétrico brasileiro e o papel nele desempenhado pelo Banco Nacional de Desenvolvimento Econômico e Social - BNDES.";"CPI da Privatização do Setor Elétrico";"4";"Comissão Parlamentar de Inquérito";"2004-05-13T00:00:00";"2005-05-04T00:00:00";"2005-07-14T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6146";"PEC35301";"PEC 353/01 - NÚMERO DE VEREADORES";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 353-A, de 2001, que ""dá nova redação ao inciso IV do art. 29 da Constituição Federal, que dispõe sobre a composição das Câmaras de Vereadores e dá outras providências"".";"COMISSÃO ESPECIAL - PEC 353/01 - NÚMERO DE VEREADORES";"3";"Comissão Especial";"2004-02-18T00:00:00";"2004-03-31T00:00:00";"2004-05-12T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6149";"PEC22704";"PEC 227/04 - REFORMA DA PREVIDÊNCIA";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 227-A, de 2004, que ""altera os artigos 37, 40, 144, 194, 195 e 201 da Constituição Federal, para dispor sobre a Previdência Social, e dá outras providências"" ( PEC Paralela - Alterando a Emenda Constitucional nº 41, de 2003 - Reforma da Previdência).";"COMISSÃO ESPECIAL - PEC 227/04 - REFORMA DA PREVIDÊNCIA";"3";"Comissão Especial";"2004-02-05T00:00:00";"2004-02-11T00:00:00";"2005-03-22T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6151";"CEPARMAL";"CRISE DA PARMALAT";"Comissão Especial destinada a averiguar o processo relacionado à crise da Parmalat.";"Comissão Especial sobre a Crise da Parmalat";"3";"Comissão Especial";"2004-01-21T00:00:00";"2004-01-22T00:00:00";"2004-03-10T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6161";"CEXENCHE";"ENCHENTES NO NORDESTE";"Comissão Externa destinada a avaliar o estado de calamidade pública provocado pelas enchentes em vários estados da Região Nordeste.";"Comissão Externa sobre Enchentes no Nordeste";"5";"Comissão Externa";"2004-02-10T00:00:00";"";"2004-04-28T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6162";"PEC43801";"PEC 438/01 - TRABALHO ESCRAVO";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 438-A, de 2001, que ""dá nova redação ao art. 243 da Constituição Federal"" (estabelecendo a pena de perdimento da gleba onde for constada a exploração de trabalho escravo; revertendo a área ao assentamento dos colonos que já trabalhavam na respectiva gleba).";"COMISSÃO ESPECIAL - PEC 438/01 - TRABALHO ESCRAVO";"3";"Comissão Especial";"2004-02-11T00:00:00";"2004-03-03T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6163";"CEMULHER";"ANO DA MULHER - 2004";"Comissão Especial com a finalidade de definir a atuação desta Casa nas ações destinadas a implementar as providências referidas na Lei nº 10.745, de 9 de outubro de 2003, que define o ano de 2004 como o ""Ano da Mulher"".";"Comissão Especial sobre o Ano da Mulher - 2004";"3";"Comissão Especial";"2004-02-11T00:00:00";"2004-03-09T00:00:00";"2004-12-15T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6165";"CMO-04";"COMISSÃO MISTA DE ORÇAMENTO";"Comissão Mista de Planos, Orçamentos Públicos e Fiscalização.";"COMISSÃO MISTA DE ORÇAMENTO";"6";"Comissão Mista Permanente";"2004-05-18T00:00:00";"2004-05-18T00:00:00";"2005-05-30T00:00:00";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6173";"CEITV";"INSPEÇÃO TÉCNICA VEICULAR - ITV";"Comissão Especial destinada a estudar os pareceres proferidos pelas Comissões Técnicas ao Projeto de Lei nº 5.979, de 2001, da Comissão de Viação e Transporte, que ""acrescenta o art. 66-A e altera a redação do ""caput"" do art. 104 da Lei nº 9.503/97, e estabelece normas referentes à Inspeção Técnica Veicular - ITV"" e oferecer indicativo à Casa sobre a matéria.";"Comissão Especial sobre Inspeção Técnica Veicular (ITV)";"3";"Comissão Especial";"2004-03-17T00:00:00";"2004-04-14T00:00:00";"2004-06-23T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS";"Meio Ambiente e Desenvolvimento Sustentável";"Comissão de Meio Ambiente e Desenvolvimento Sustentável";"Comissão de Meio Ambiente e Desenvolvimento Sustentável";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-04-24T00:00:00";"";"";"4";"Instalada";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala C, sala 142";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6176";"PEC27200";"PEC 272/00 - REGISTRO NOS CONSULADOS";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 272-A, de 2000, que ""dá nova redação à alínea ""c"" do inciso I do art. 12 da Constituição e acrescenta artigo ao Ato das Disposições Constitucionais Transitórias, assegurando o registro nos consulados de brasileiros nascidos no estrangeiro"".";"COMISSÃO ESPECIAL - PEC 272/00 - REGISTRO NOS CONSULADOS";"3";"Comissão Especial";"2007-03-07T00:00:00";"2007-04-26T00:00:00";"2007-09-20T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6178";"PEC00203";"PEC 002/03 -LOTAÇÃO SERVIDOR PÚBLICO";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 002-A, de 2003, que ""acrescenta artigos 90 e 91 ao Ato das Disposições Constitucionais Transitórias, possibilitando que os servidores públicos requisitados optem pela alteração de sua lotação funcional do órgão cedente para o órgão cessionário"".";"Comissão Especial sobre Lotação do Servidor Público (PEC 002/03)";"3";"Comissão Especial";"2004-04-01T00:00:00";"2005-04-13T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6179";"PEC23195";"PEC 231/95 - JORNADA MÁXIMA DE TRABALHO";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição 231-A, de 1995,  do Sr. Inácio Arruda, que ""altera os incisos XIII e XVI do art. 7º da Constituição Federal"" (reduzindo a jornada máxima de trabalho para 40 horas semanais e aumentando para 75% a remuneração de serviço extraordinário).";"COMISSÃO ESPECIAL - PEC 231/95 - JORNADA MÁXIMA DE TRABALHO";"3";"Comissão Especial";"2008-02-25T00:00:00";"2008-12-16T00:00:00";"2011-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6185";"PARLAJOV";"PARLAMENTO JOVEM BRASILEIRO";"Comissão Executiva encarregada de implementar todos os procedimentos necessários à realização da sessão do Parlamento Jovem Brasileiro.";"PARLAMENTO JOVEM BRASILEIRO";"12000";"Órgão da Câmara dos Deputados";"2009-04-29T00:00:00";"2009-04-29T00:00:00";"2010-03-17T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6186";"REFUNIVE";"REFORMA UNIVERSITÁRIA";"Comissão Especial destinada a ouvir os diversos posicionamentos a respeito do tema e propor medidas visando a Reforma Universitária.";"Comissão Especial sobre a Reforma Universitária";"3";"Comissão Especial";"2004-04-13T00:00:00";"2004-05-05T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6189";"PL333704";"PL 3337/04 - AGÊNCIAS REGULADORAS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3.337, de 2004, que ""dispõe sobre a gestão, a organização e o controle social das Agências Reguladoras, acresce e altera dispositivos das Leis nº 9.472, de 16 de julho de 1997, nº 9.478, de 6 de agosto de 1997, nº 9.782, de 26 de janeiro de 1999, nº 9.961, de 28 de janeiro de 2000, nº 9.984, de 17 de julho de 2000, nº 9.986, de 18 de julho de 2000, e nº 10.233, de 5 de junho de 2001, da Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3337/04 - AGÊNCIAS REGULADORAS";"3";"Comissão Especial";"2004-04-22T00:00:00";"2004-05-12T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6199";"PL347604";"PL 3476/04 - LEI DAS INOVAÇÕES";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3.476, de 2004, que ""dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo, e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3476/04 - LEI DAS INOVAÇÕES";"3";"Comissão Especial";"2004-05-06T00:00:00";"2004-06-08T00:00:00";"2004-12-02T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6203";"MSC18304";"MSC 183/04 - CONVENÇÃO DA ONU CONTRA CORRUPÇÃO";"Comissão Especial destinada a proferir parecer à Mensagem n º 183, de 2004, do Poder Executivo, que ""submete à consideração do Congresso Nacional o texto da Convenção das Nações Unidas contra a Corrupção"".";"COMISSÃO ESPECIAL - MSC 183/04 - CONVENÇÃO DA ONU CONTRA CORRUPÇÃO";"3";"Comissão Especial";"2004-05-25T00:00:00";"2004-11-17T00:00:00";"2005-05-18T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6206";"PL358204";"PL 3582/04 - PROGRAMA UNIVERSIDADE PARA TODOS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3582, de 2004, que ""dispõe sobre a instituição do Programa Universidade para Todos – PROUNI, e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3582/04 - PROGRAMA UNIVERSIDADE PARA TODOS";"3";"Comissão Especial";"2004-05-27T00:00:00";"2004-06-08T00:00:00";"2004-09-21T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6211";"PEC19903";"PEC 199/03 - UTILIZAÇÃO DE RADIOISÓTOPOS";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 199-A, de 2003, que ""altera a redação da alínea ""b"" e acrescenta alínea ""c"" ao inciso XXIII do art. 21, e altera a redação do inciso V do art. 177 da Constituição Federal, para excluir do monopólio da União a produção, comercialização e utilização de radioisótopos de meia-vida curta, para usos médicos, agrícolas e industriais"".";"COMISSÃO ESPECIAL - PEC 199/03 - UTILIZAÇÃO DE RADIOISÓTOPOS";"3";"Comissão Especial";"2004-08-24T00:00:00";"2005-05-18T00:00:00";"2006-02-01T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6212";"CESERASA";"PROPOSIÇÕES REFERENTES A ASSUNTOS DA SERASA";"Comissão Especial destinada a, no prazo de 90 (noventa) dias, analisar as proposições em trâmite referentes a assuntos que tratam das atividades da Serasa - Centralização de  Serviços dos  Bancos S/A.";"Comissão Especial sobre Proposições Referentes a Assuntos da Serasa";"3";"Comissão Especial";"2004-06-21T00:00:00";"2005-06-21T00:00:00";"2005-07-19T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6216";"PL281197";"PL 2811/97 - CLONAGEM";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 2811, de 1997, do Sr. Salvador Zimbaldi, que ""proíbe experiências e clonagem de animais e seres humanos"".";"COMISSÃO ESPECIAL - PL 2811/97 - CLONAGEM";"3";"Comissão Especial";"2005-03-29T00:00:00";"";"2005-07-05T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6220";"PLP18404";"PLP 184/04 - SUDECO";"Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 184, de 2004, que ""institui, na forma do art. 43 da Constituição, a Superintendência do Desenvolvimento Sustentável do Centro-Oeste - SUDECO e dá outras providências"".";"COMISSÃO ESPECIAL - PLP 184/04 - SUDECO";"3";"Comissão Especial";"2004-08-24T00:00:00";"2004-08-25T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6224";"PL388404";"PL 3884/04 - CONTRATOS PARA CONSÓRCIOS PÚBLICOS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3884, de 2004,  que ""institui normas gerais de contratos para a constituição de consórcios públicos, bem como de contratos de programa para a prestação de serviços públicos por meio de gestão associada e dá outras providências"".";"COMISSÃO ESPECIAL - PL 3884/04 - CONTRATOS PARA CONSÓRCIOS PÚBLICOS";"3";"Comissão Especial";"2004-08-24T00:00:00";"";"2005-04-26T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6239";"PEC21503";"PEC 215/03 - ACUMULAÇÃO DE CARGOS PARA MILITARES";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 215-A, de 2003, que ""acrescenta o § 3º ao art. 42 da Constituição Federal que dispõe sobre os militares dos Estados, do Distrito Federal e dos Territórios"" (possibilitando aos militares dos Estados, Distrito Federal e dos Territórios a acumulação remunerada de cargo de professor, cargo técnico ou científico ou de cargo privativo de profissionais de saúde).";"COMISSÃO ESPECIAL - PEC 215/03 - ACUMULAÇÃO DE CARGOS PARA MILITARES";"3";"Comissão Especial";"2004-11-16T00:00:00";"2005-04-19T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6240";"PEC13803";"PEC 138/03 - PROTEÇÃO DOS DIREITOS DA JUVENTUDE";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 138, de 2003, que ""dispõe sobre a proteção dos direitos econômicos, sociais e culturais da juventude"".";"COMISSÃO ESPECIAL - PEC 138/03 - PROTEÇÃO DOS DIREITOS DA JUVENTUDE";"3";"Comissão Especial";"2004-11-16T00:00:00";"2005-06-16T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6243";"PEC00703";"PEC 007/03 - AGENTES COMUNITÁRIOS DE SAÚDE";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 007-A, de 2003, que ""altera o Inciso II do art. 37 da Constituição Federal, permitindo a contratação, pela administração pública, de agentes comunitários de saúde através do processo seletivo público"".";"Comissão Especial sobre Agentes Comunitários de Saúde (PEC 007/03)";"3";"Comissão Especial";"2004-11-16T00:00:00";"2005-06-21T00:00:00";"2006-02-01T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6245";"PLP12304";"PLP 123/04 - MICROEMPRESA (PLP 210/04 E OUTROS)";"Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 123, de 2004, que ""regulamenta o parágrafo único do art. 146 e o inciso IX do art. 170 da Constituição Federal e dá outras providências"" (Apensados: PLP 210/04 e outros).";"COMISSÃO ESPECIAL - PLP 123/04 - MICROEMPRESA (PLP 210/04 E OUTROS)";"3";"Comissão Especial";"2004-11-17T00:00:00";"2005-04-06T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6248";"PEC20003";"PEC 200/03 - SERVIDORES DE RONDÔNIA";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 200-A, de 2003, que ""altera o art. 89 do Ato das Disposições Constitucionais Transitórias, incorporando os servidores do extinto Território Federal de Rondônia aos Quadros da União"".";"COMISSÃO ESPECIAL - PEC 200/03 - SERVIDORES DE RONDÔNIA";"3";"Comissão Especial";"2004-11-17T00:00:00";"2005-05-18T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/6253";"CEDOMEST";"TRABALHO E EMPREGO DOMÉSTICO";"Comissão Especial destinada a efetuar estudo e oferecer proposições sobre o tema trabalho e emprego doméstico.";"Comissão Especial sobre Trabalho e Emprego Doméstico";"3";"Comissão Especial";"2004-11-29T00:00:00";"2005-11-30T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"";""
