"uri";"sigla";"apelido";"nome";"nomePublicacao";"codTipoOrgao";"tipoOrgao";"dataInicio";"dataInstalacao";"dataFim";"dataFimOriginal";"codSituacao";"descricaoSituacao";"casa";"sala";"urlWebsite"
"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"MESA";"Mesa Diretora";"Mesa Diretora da Câmara dos Deputados";"Mesa Diretora";"1";"Comissão Diretora";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"Plenário";"Plenário";"Plenário";"26";"Plenário Virtual";"2020-03-20T00:00:00";"2020-03-20T00:00:00";"";"";"3";"Constituída";"";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/186";"CCP";"COORDENAÇÃO DE COMISSÕES PERMANENTES";"COORDENAÇÃO DE COMISSÕES PERMANENTES";"COORDENAÇÃO DE COMISSÕES PERMANENTES";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/209";"PTCOM";"PODER CONCLUSIVO NAS COMISSÕES";"PODER CONCLUSIVO NAS COMISSÕES";"PODER CONCLUSIVO NAS COMISSÕES";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/249";"PC";"PRESIDÊNCIA DA CÂMARA DOS DEPUTADOS";"PRESIDÊNCIA DA CÂMARA DOS DEPUTADOS";"PRESIDÊNCIA DA CÂMARA DOS DEPUTADOS";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/301";"CM";"CONSELHO DE MINISTROS";"CONSELHO DE MINISTROS";"CONSELHO DE MINISTROS";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/302";"PCM";"PCM";"PCM";"PCM";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/325";"MIC";"MIC";"MIC";"MIC";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/340";"COFF";"Consultoria de Orçamento e Fiscalização Financeira da Câmara";"Consultoria de Orçamento e Fiscalização Financeira da Câmara dos Deputados";"Consultoria de Orçamento e Fiscalização Financeira da Câmara";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/399";"CMIN";"CONSELHO DE MINISTÉRIOS";"CONSELHO DE MINISTÉRIOS";"CONSELHO DE MINISTÉRIOS";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/481";"CESPACT";"CESP - APLICAÇÃO DO CODIGO DE TRANSITO";"CESP - APLICAÇÃO DO CODIGO DE TRANSITO";"CESP - APLICAÇÃO DO CODIGO DE TRANSITO";"6";"Comissão Mista Permanente";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/1002";"CCT";"Coordenação de Comissões Temporárias";"Coordenação de Comissões Temporárias";"Coordenação de Comissões Temporárias";"12000";"Órgão da Câmara dos Deputados";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural";"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural";"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Sala 32-C, Térreo, Anexo II";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTI";"Ciência, Tecnologia e Inovação";"Comissão de Ciência, Tecnologia e Inovação";"Comissão de Ciência, Tecnologia e Inovação";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-13T00:00:00";"";"";"4";"Instalada";"Câmara dos Deputados";"Sala 49-A, Térreo, Anexo II";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"Constituição e Justiça e de Cidadania";"Comissão de Constituição e Justiça e de Cidadania";"Comissão de Constituição e Justiça e de Cidadania";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Sala 21-A, Térreo, Anexo II";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2004";"CDC";"Defesa do Consumidor";"Comissão de Defesa do Consumidor";"Comissão de Defesa do Consumidor";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala C, sala 152";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU";"Desenvolvimento Urbano";"Comissão de Desenvolvimento Urbano";"Comissão de Desenvolvimento Urbano";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-04-24T00:00:00";"";"";"4";"Instalada";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala C, sala 188";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"CDHMIR";"Direitos Humanos, Minorias e Igualdade Racial";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala A, sala 185";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2008";"CDE";"Desenvolvimento Econômico";"Comissão de Desenvolvimento Econômico";"Comissão de Desenvolvimento Econômico";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Térreo, Ala A, sala 33";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2009";"CE";"Educação";"Comissão de Educação";"Comissão de Educação";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala C, sala 170";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"Finanças e Tributação";"Comissão de Finanças e Tributação";"Comissão de Finanças e Tributação";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala C, sala 136";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2011";"CFFC";"Fiscalização Financeira e Controle";"Comissão de Fiscalização Financeira e Controle";"Comissão de Fiscalização Financeira e Controle";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-13T00:00:00";"";"";"4";"Instalada";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala A, sala 161-A";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012";"CME";"Minas e Energia";"Comissão de Minas e Energia";"Comissão de Minas e Energia";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Térreo, Ala C, sala 56";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"Saúde";"Comissão de Saúde";"Comissão de Saúde";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala A, sala 145";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"Trabalho";"Comissão de Trabalho";"Comissão de Trabalho";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II,  Térreo, Ala C, sala 50";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2016";"CVT";"Viação e Transportes";"Comissão de Viação e Transportes";"Comissão de Viação e Transportes";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala A, Sala 175";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2017";"CINDRE";"Integração Nacional e Desenvolvimento Regional";"Comissão de Integração Nacional e Desenvolvimento Regional";"Comissão de Integração Nacional e Desenvolvimento Regional";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-13T00:00:00";"";"";"4";"Instalada";"Câmara dos Deputados";"Anexo II, Térreo, Ala A, sala 59-A";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"Relações Exteriores e de Defesa Nacional";"Comissão de Relações Exteriores e de Defesa Nacional";"Comissão de Relações Exteriores e de Defesa Nacional";"2";"Comissão Permanente";"2011-03-02T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Pav. Superior, Ala A, sala 125";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/2342";"CN-Covid19";"Comissão Mista de acompanhamento das medidas relacionadas ao coronavírus (Covid-19)";"Comissão Mista de acompanhamento das medidas relacionadas ao coronavírus (Covid-19)";"Comissão Mista de acompanhamento das medidas relacionadas ao coronavírus (Covid-19)";"81002";"Comissão Mista";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5288";"CPINARCO";"CPI - NARCOTRÁFICO";"Comissão Parlamentar de Inquérito destinada a investigar o avanço e a impunidade do narcotráfico.";"CPI - NARCOTRÁFICO";"4";"Comissão Parlamentar de Inquérito";"1999-03-15T00:00:00";"1999-04-13T00:00:00";"2000-12-05T00:00:00";"";"";"";"Câmara dos Deputados";"Serv. de Com. Parlam. de Inq., Anexo II, S/ 139-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5289";"CPIBORRA";"CPI - CRISE NO SETOR PRODUTIVO DA BORRACHA";"Comissão Parlamentar de Inquérito destinada a investigar a crise no setor produtivo de borracha natural e os reflexos da política governamental no setor.";"CPI - CRISE NO SETOR PRODUTIVO DA BORRACHA";"4";"Comissão Parlamentar de Inquérito";"1999-03-15T00:00:00";"1999-05-25T00:00:00";"1999-12-15T00:00:00";"";"";"";"Câmara dos Deputados";"Serviço de CPI, Anexo II, Sala 151-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5290";"CPIFUNAI";"CPI - ATUAÇÃO DA FUNAI";"Comissão Parlamentar de Inquérito destinada a investigar a atuação da Fundacão Nacional do Índio - FUNAI.";"CPI - ATUAÇÃO DA FUNAI";"4";"Comissão Parlamentar de Inquérito";"1999-03-15T00:00:00";"1999-05-25T00:00:00";"2000-02-16T00:00:00";"";"";"";"Câmara dos Deputados";"Serv. de CPI, Anexo II, Sala 151-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5293";"CECODIGO";"APLICAÇÃO DA LEI QUE INSTITUI O CÓDIGO DE TRANSITO";"Comissão Especial destinada a acompanhar a aplicação da Lei nº 9503, de 1997, que ""institui o Código de Trânsito Brasileiro"".";"Comissão Especial sobre Aplicação da Lei que Institui o Código de Trânsito";"3";"Comissão Especial";"1999-03-15T00:00:00";"1999-06-22T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5296";"PEC17595";"PEC 175/95 - REFORMA TRIBUTÁRIA";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 175, de 1995, que ""altera o Capítulo do Sistema Tributário Nacional"". (Reforma Tributária)";"COMISSÃO ESPECIAL - PEC 175/95 - REFORMA TRIBUTÁRIA";"3";"Comissão Especial";"1999-03-15T00:00:00";"1999-03-23T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5304";"CPIALIME";"CPI - DESPERDICIO DE ALIMENTOS GOV. ANTERIORES FHC";"Comissão Parlamentar de Inquérito destinada a apurar o desperdício de alimentos no período dos governos imediatamente anteriores ao Presidente Fernando Henrique Cardoso, quanto ao armazenamento, rodízio de estoques, transporte, movimentação e conservação dos alimentos estocados.";"CPI - DESPERDICIO DE ALIMENTOS GOV. ANTERIORES FHC";"4";"Comissão Parlamentar de Inquérito";"1999-03-17T00:00:00";"1999-06-08T00:00:00";"2000-02-15T00:00:00";"";"";"";"Câmara dos Deputados";"Serv. Comissões Especiais, Anexo II";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5305";"CPITORMB";"CPI - ARRECADAÇÃO DA TORMB/BORRACHA - IBAMA";"Comissão Parlamentar de Inquérito com a finalidade de investigar a arrecadação e destinação da verba da Taxa de Organização e Regulamentação do Mercado de Borracha - TORMB - no que se refere a atuação do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA.";"CPI - ARRECADAÇÃO DA TORMB/BORRACHA - IBAMA";"4";"Comissão Parlamentar de Inquérito";"1999-03-17T00:00:00";"1999-06-09T00:00:00";"1999-12-14T00:00:00";"";"";"";"Câmara dos Deputados";"Serviço de CPI,  Anexo II,  Sala 151-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5306";"COESTUDO";"CONSELHO DE ALTOS ESTUDOS E AVALIAÇÃO TECNOLOGICA";"Dispõe sobre o Conselho de Altos Estudos e Avaliação Tecnológica, de que trata o artigo 275 do Regimento Interno.";"CONSELHO DE ALTOS ESTUDOS E AVALIAÇÃO TECNOLOGICA";"11";"Conselho";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5313";"PLP00999";"PLP 9/99 - NORMAS GERAIS - PREVID. COMPLEMENTAR";"Comissão Especial destinada a analisar o Projeto de Lei Complementar nº 09, de 1999, que ""dispõe sobre as normas gerais para a instituição de regime de previdência complementar pela União, pelos Estados, pelo Distrito Federal e pelos Municípios"".";"COMISSÃO ESPECIAL - PLP 9/99 - NORMAS GERAIS - PREVID. COMPLEMENTAR";"3";"Comissão Especial";"1999-03-16T00:00:00";"1999-05-12T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5315";"PEC02095";"PEC 020/95 - ESTABELECE O PARLAMENTARISMO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 20, de 1995, que ""estabelece o Parlamentarismo"".";"COMISSÃO ESPECIAL - PEC 020/95 - ESTABELECE O PARLAMENTARISMO";"3";"Comissão Especial";"1999-04-06T00:00:00";"1999-06-17T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5320";"PL437693";"PL 4376/93 - FALÊNCIA E CONCORDATA";"Comissão Especial destinada a apreciar e proferir parecer ao Projeto de Lei nº 4.376, de 1993, do Poder Executivo, que ""Regula a falência, a concordata preventiva e a recuperação das empresas que exercem atividade econômica regida pelas leis comerciais, e dá outras providências"".";"COMISSÃO ESPECIAL - PL 4376/93 - FALÊNCIA E CONCORDATA";"3";"Comissão Especial";"1999-04-22T00:00:00";"1999-06-25T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5321";"PEC08995";"PEC 089/95- PROPORCIONALIDADE VEREADORES/POPULAÇÃO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 89, de 1995, que ""dá nova redação ao inciso IV do artigo 29 da Constituição Federal"" (TRE fixará o número de vereadores proporcional à população).";"COMISSÃO ESPECIAL - PEC 089/95- PROPORCIONALIDADE VEREADORES/POPULAÇÃO";"3";"Comissão Especial";"1999-04-30T00:00:00";"1999-06-09T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5322";"PEC37496";"PEC 374/96 - MINISTÉRIO PÚBLICO DA UNIÃO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 374, de 1996,  que ""dá nova redação à alínea ""e"" do inciso II do § 5º do artigo 128 da Constituição Federal"".";"COMISSÃO ESPECIAL - PEC 374/96 - MINISTÉRIO PÚBLICO DA UNIÃO";"3";"Comissão Especial";"1999-04-30T00:00:00";"1999-05-18T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5323";"CESISFIN";"SISTEMA FINANCEIRO NACIONAL";"Comissão Especial destinada  a apreciar  todos os projetos de lei em trâmite nesta Casa, especialmente os contantes no Anexo Único do Ato de Criação, relativos à regulamentação do Sistema Financeiro Nacional, conforme previsto no artigo 192, da Constituição Federal.";"Comissão Especial sobre o Sistema Financeiro Nacional";"3";"Comissão Especial";"1999-05-05T00:00:00";"1999-05-12T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5333";"PEC15195";"PEC 151/95 - SEGURANÇA PÚBLICA";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 151, de 1995, que ""altera a redação do inciso II do art. 37 e do parágrafo 7º do art. 144 da Constituição Federal"", e apensada. (Segurança Pública)";"COMISSÃO ESPECIAL - PEC 151/95 - SEGURANÇA PÚBLICA";"3";"Comissão Especial";"1999-03-17T00:00:00";"1999-09-22T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5335";"PEC29495";"PEC 294/95  - BATALHÃO SUEZ";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição, nº 294, de 1995, que ""dá nova redação ao parágrafo 1º do art. 54 do Ato das Disposições Constitucionais Transitórias"" - Batalhão Suez";"COMISSÃO ESPECIAL - PEC 294/95  - BATALHÃO SUEZ";"3";"Comissão Especial";"1999-06-16T00:00:00";"1999-12-08T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5344";"PL482898";"PL 4828/98 - PROD., COM. E FISCALIZAÇÃO SEMENTES";"Comissão Especial destinada a analisar e proferir ao Projeto de Lei nº 4828, de 1998, que ""dispõe sobre a produção, o comércio e a fiscalização de sementes, e dá outras providências""";"COMISSÃO ESPECIAL - PL 4828/98 - PROD., COM. E FISCALIZAÇÃO SEMENTES";"3";"Comissão Especial";"1999-08-31T00:00:00";"2001-11-22T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5345";"PL290597";"PL 2905/97 -ALIMENTOS GENETICAMENTE MODIFICADOS";"Comissão Especial destinada a analisar e proferir parecer ao Projeto de Lei nº 2905, de 1997, que ""impõe condições para a comercialização de alimentos geneticamente modificados"".";"COMISSÃO ESPECIAL - PL 2905/97 -ALIMENTOS GENETICAMENTE MODIFICADOS";"3";"Comissão Especial";"1999-08-31T00:00:00";"2001-05-24T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5348";"PL218696";"PL 2186/96 - ASBESTO/AMIANTO";"Comissão Especial destinada a  proferir parecer ao Projeto de Lei 2186, de 1996,   que ""dispõe sobre a substituição progressiva da produção e da comercialização de produtos que contenham asbesto/amianto e dá outras providências""";"COMISSÃO ESPECIAL - PL 2186/96 - ASBESTO/AMIANTO";"3";"Comissão Especial";"1999-09-20T00:00:00";"2000-05-31T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5349";"PL148399";"PL 1483/99 - FATURA/ASSINATURA/COMERCIO ELETRÔNICO";"Comissão Especial destinada a  proferir parecer ao Projeto de Lei 1483, de 1999, que ""institui a fatura eletrônica e a assinatura digital nas transações de comércio eletrônico""";"COMISSÃO ESPECIAL - PL 1483/99 - FATURA/ASSINATURA/COMERCIO ELETRÔNICO";"3";"Comissão Especial";"1999-09-20T00:00:00";"2000-05-18T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5350";"CPIMEDIC";"CPI - MEDICAMENTOS";"Comissão Parlamentar de Inquérito destinada a investigar os reajustes de preços e a falsificação de medicamentos, materiais hospitalares e insumos de laboratórios.";"CPI dos Medicamentos";"4";"Comissão Parlamentar de Inquérito";"1999-09-16T00:00:00";"1999-11-17T00:00:00";"2000-05-30T00:00:00";"";"";"";"Câmara dos Deputados";"Serviço de CPI, Anexo II, Sala 151-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5351";"PEC07699";"PEC 076/99 - RECURSOS CIÊNCIA E TECNOLOGIA";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição, nº 76-A, de 1999, que ""inclui artigo no Ato das Disposições Constitucionais Transitórias"" - recursos da ciência e tecnologia para as Regiões Norte, Nordeste e Centro-Oeste.";"COMISSÃO ESPECIAL - PEC 076/99 - RECURSOS CIÊNCIA E TECNOLOGIA";"3";"Comissão Especial";"1999-09-23T00:00:00";"2000-10-18T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5354";"PROC1999";"PROCURADORIA PARLAMENTAR";"Procuradoria Parlamentar da Câmara dos Deputados (Art. 21 do RICD).";"PROCURADORIA PARLAMENTAR";"12";"Procuradoria Parlamentar";"";"";"";"";"";"";"Câmara dos Deputados";"Edifício Princial - Espaço Cultural";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5355";"CORREGED";"CORREGEDORIA";"Corregedoria da Câmara dos Deputados. (Art. 267 § único do RICD e Ato da Mesa 66/93)";"CORREGEDORIA";"13";"Corregedoria";"2003-02-02T00:00:00";"";"2005-02-14T00:00:00";"";"";"";"Câmara dos Deputados";"Edifício Principal - 2ª Vice-Presidênca";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5356";"CONSE99";"CONSELHO DA REPÚBLICA";"Conselho da República. (Art. 89 da CF)";"CONSELHO DA REPÚBLICA";"11";"Conselho";"";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5360";"PEC00399";"PEC 003/99 - MANDATO ELETIVO";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição, nº 3-A, de 1999, que ""altera os arts. 27, 28, 29, 44 e 82 da Constituição Federal, e introduz disposições transitórias, de forma a fazer coincidir os mandatos eletivos que menciona e atribuir-lhes novo período de duração"" e apensadas.";"Comissão Especial sobre Mandato Eletivo (PEC 003/99)";"3";"Comissão Especial";"2003-10-23T00:00:00";"2004-03-03T00:00:00";"2007-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5361";"PEC13799";"PEC 137/99 - SUBTETO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição 137, de 1999, que ""estabelece limite para remuneração, subsídio, provento ou pensão, aplicável aos três Poderes Públicos  e ao Ministério Público"". (Subteto)";"COMISSÃO ESPECIAL - PEC 137/99 - SUBTETO";"3";"Comissão Especial";"1999-11-04T00:00:00";"1999-11-17T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5363";"PEC13699";"PEC 136/99 - INATIVOS";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 136, de 1999, que ""dispõe sobre a contribuição para manutenção do regime de previdência dos servidores públicos, dos militares da União e dos militares dos Estados, do Distrito Federal e dos Territórios""";"COMISSÃO ESPECIAL - PEC 136/99 - INATIVOS";"3";"Comissão Especial";"1999-11-12T00:00:00";"1999-11-18T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5371";"PEC09899";"PEC 098/99 - ATRIBUIÇÕES VICE-PREFEITO";"Comissão Especial destinada a apreciar e proferir parecer à Proposta de Emenda à Constituição nº 98, de 1999, que ""altera o art. 30 para acrescentar inciso conferindo competência ao Município para determinar atribuições de Vice-Prefeito"".";"COMISSÃO ESPECIAL - PEC 098/99 - ATRIBUIÇÕES VICE-PREFEITO";"3";"Comissão Especial";"2000-02-23T00:00:00";"2000-06-07T00:00:00";"2003-01-31T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Plenário XX";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5375";"CPIMATER";"CPI - MORTALIDADE MATERNA";"Comissão Parlamentar de Inquérito destinada  a investigar a incidência de mortalidade materna no Brasil.";"CPI - MORTALIDADE MATERNA";"4";"Comissão Parlamentar de Inquérito";"2000-03-14T00:00:00";"2000-04-27T00:00:00";"2001-08-08T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Sala 151 - B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5376";"CPIFINOR";"CPI - RECURSOS DO FINOR";"Comissão Parlamentar de Inquérito destinada a investigar a aplicação irregular de recursos do Fundo de Investimento do Nordeste - FINOR";"CPI - RECURSOS DO FINOR";"4";"Comissão Parlamentar de Inquérito";"2000-03-14T00:00:00";"2000-04-18T00:00:00";"2001-05-15T00:00:00";"";"";"";"Câmara dos Deputados";"Anexo II, Sala 151- B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5377";"CPIAMAZO";"CPI - OCUPAÇÃO DE TERRAS NA AMAZÔNIA";"Comissão Parlamentar de Inquérito destinada a investigar a ocupação de terras públicas na Região Amazônica.";"CPI - OCUPAÇÃO DE TERRAS NA AMAZÔNIA";"4";"Comissão Parlamentar de Inquérito";"2000-03-14T00:00:00";"2000-04-25T00:00:00";"2001-08-29T00:00:00";"";"";"";"Câmara dos Deputados";"Serviço de CPI, Anexo II , Sala 151-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/5382";"PROCPARL";"PROCURADORIA PARLAMENTAR - 2000/2001";"PROCURADORIA PARLAMENTAR";"PROCURADORIA PARLAMENTAR - 2000/2001";"12";"Procuradoria Parlamentar";"";"";"";"";"";"";"Câmara dos Deputados";"";""
